Reference code	Original Reference No	Location code	Title	Other title 1	Other title 2	Other title 3	Other title 4	Creator	Date (start) YYYY	start confirm	Date (end) YYYY	end confirm	Level of description	Extent	Medium	Language	Administrative history	Content	Condition governing access	Related unit(s) of description	Other notes	Internal only notes	Complete or not	Status review required	Date of collection	Source	Acquisition method	Material type	Record disclosure counter	Condition	Archivist's remarks	Archival history	Conservation related issues	Master reference code	Name & Subject	Important item(s)
SEK-6-261	H.33-A-7		Heliservices (Hong Kong) - general correspondence						1992	0	1998	0	4	3	1	1		Heliservices, Ltd. is a helicopter operating company founded in 1976The company began offering services to the construction and maritime-related services and expanded the business to offer tourism-related passenger services. The company's first project was to support the construction of power lines in the New Territories.  This file contains general administrative and management documentation relating to pilots and financial planning as well as administrative correspondence. 	2				TRUE	TRUE		SGB 24F			1998							
SEK-6-262			Schroders						1999	0	2000	0	4	1	1	1		Schroders Asia., Ltd, formerly, Schroders & Chartered, Ltd. is the Hong Kong-based arm of Schroders PSC, and operates as an asset management company. In Asia, it has historically had banking and investment divisions which funded large-scale civil projects in Hong Kong. This file contains documentation collected by William Mocatta in his capacity as a director of the company. The company's name was chnged to Saloman Smith Barney Asia, Ltd. in 2000. 	2				TRUE	TRUE		SGB 24F			2000							
SEK-6-263	E.9-A-1		Jura Company Limited – proprietors of Estoril Court Apt. 44B	____					1979	0	1991	0	4	2	1	1			2				TRUE	TRUE		SGB 24F			1991							
SEK-6-264	S.9-A-6		Kador Investments (Proprietary) Limited – South Africa						1975	0	1977	0	4	3	1	1		Based in South Africa, Kador Investments (Proprietary), Ltd., was an investment company managed by Rudolph Raphaely and his sons. The company held investments mostly in commercial real estate. Kador Investments (Proprietary), Ltd. did not usually own the entire property outright. Often, other investment companies beneficially owned by the Raphaely family would hold stakes in the same commercial properties which together with the Kador holdings would bring the joint holding to a majority. Files contain administrative correspondence between the Kadoories and Rudolph Raphaely regarding investment management. 	2				TRUE	TRUE		SGB 24F			1977							
SEK-6-265	S.9-A-7		Kador Investments (Proprietary) Limited – South Africa						1978	0	1980	0	4	3	1	1		Based in South Africa, Kador Investments (Proprietary), Ltd., was an investment company managed by Rudolph Raphaely and his sons. The company held investments mostly in commercial real estate. Kador Investments (Proprietary), Ltd. did not usually own the entire property outright. Often, other investment companies beneficially owned by the Raphaely family would hold stakes in the same commercial properties which together with the Kador holdings would bring the joint holding to a majority. Files contain administrative correspondence between the Kadoories and Rudolph Raphaely regarding investment management. 	2				TRUE	TRUE		SGB 24F			1980							
SEK-6-266	S.9-A-8		Kador Investments (Proprietary) Limited – South Africa						1980	0	1982	0	4	3	1	1		Based in South Africa, Kador Investments (Proprietary), Ltd., was an investment company managed by Rudolph Raphaely and his sons. The company held investments mostly in commercial real estate. Kador Investments (Proprietary), Ltd. did not usually own the entire property outright. Often, other investment companies beneficially owned by the Raphaely family would hold stakes in the same commercial properties which together with the Kador holdings would bring the joint holding to a majority. Files contain administrative correspondence between the Kadoories and Rudolph Raphaely regarding investment management. 	2				TRUE	TRUE		SGB 24F			1982							
SEK-6-267	S.9-A-9		Kador Investments (Proprietary) Limited – South Africa						1982	0	1984	0	4	3	1	1		Based in South Africa, Kador Investments (Proprietary), Ltd., was an investment company managed by Rudolph Raphaely and his sons. The company held investments mostly in commercial real estate. Kador Investments (Proprietary), Ltd. did not usually own the entire property outright. Often, other investment companies beneficially owned by the Raphaely family would hold stakes in the same commercial properties which together with the Kador holdings would bring the joint holding to a majority. Files contain administrative correspondence between the Kadoories and Rudolph Raphaely regarding investment management. 	2				TRUE	TRUE		SGB 24F			1984							
SEK-6-268	S.9-A-10		Kador Investments (Proprietary) Limited – South Africa						1984	0	1985	0	4	4	1	1		Based in South Africa, Kador Investments (Proprietary), Ltd., was an investment company managed by Rudolph Raphaely and his sons. The company held investments mostly in commercial real estate. Kador Investments (Proprietary), Ltd. did not usually own the entire property outright. Often, other investment companies beneficially owned by the Raphaely family would hold stakes in the same commercial properties which together with the Kador holdings would bring the joint holding to a majority. Files contain administrative correspondence between the Kadoories and Rudolph Raphaely regarding investment management. 	2				TRUE	TRUE		SGB 24F			1985							
SEK-6A-001	BB4	D04/12	Banque de L'Indo-chine	______					1936		1937			1	folder(s)	Fre & Eng		Elly Kadoorie opened an account with the Banque de L'Indo-chine in Shanghai. This file contains correspondence with G.H. Rivelain-Kaufman regarding Elly Kadoorie's estate and Lawrence and Horace Kadoories efforts to access their father's accounts and bonds stored with the bank. 	1				FALSE	FALSE		SGB 22F			1937							
SEK-6A-002	EB3	D04/12	Banque de L'Indo-chine	______					1939		1940			1	folder(s)	Eng		Elly Kadoorie opened an account with the Banque de L'Indo-chine in Shanghai. This file contains correspondence with G.H. Rivelain-Kaufman regarding Elly Kadoorie's estate and Lawrence and Horace Kadoories efforts to access their father's accounts and bonds stored with the bank. 	1				FALSE	FALSE		SGB 22F			1940							
SEK-6A-003	B.3-A-1	D04/12	Banque de L'Indo-chine	______					1938		1950			2	folder(s)	Fre & Eng		Elly Kadoorie opened an account with the Banque de L'Indo-chine in Shanghai. This file contains correspondence with G.H. Rivelain-Kaufman regarding Elly Kadoorie's estate and Lawrence and Horace Kadoories efforts to access their father's accounts and bonds stored with the bank. 	1				FALSE	FALSE		SGB 24F			1950						Banque de I'Indochine	
SEK-6A-004	B.3-A-2	D04/12	Banque de L'Indo-chine	______					1950		1966			1	folder(s)	Fre & Eng		Elly Kadoorie opened an account with the Banque de L'Indo-chine in Shanghai. This file contains correspondence with G.H. Rivelain-Kaufman regarding Elly Kadoorie's estate and Lawrence and Horace Kadoories efforts to access their father's accounts and bonds stored with the bank. 	1				FALSE	FALSE		SGB 24F			1966						Banque de I'Indochine	
SEK-6A-005	D.6-A-1	D04/12	Destrol (waterless W.C.s)						1958					1	folder(s)	Eng		This file contains correspondence between E. Spier and Lawrence Kadoorie regarding the Destrol Sanitation System. It also contains brochures and pampletes of the company. 	1				FALSE	FALSE												
SEK-6A-006	H.18-A-1	D04/12	Hawaiian Dredging and Construction						1955		1969			1	folder(s)	Eng		Founded in 1902 by W.F. Dillingham, Hawaiian Dredging and Construction was one of the earliest dredging companies in the Pacific. The company was involved in many large-scale projects in Hawaii, the Philippines, and Guam. In 1983, the company changed its name to Dillingham Construction (H.K.) Ltd. The Kadoories formed a partnership, Joint Ventures, Ltd., with Hawaiian Dredging and Construction and Pomeroy & Co., Ltd. to bid for projects in Hong Kong. This file contains correspondence related to the Cross-harbour tunnel and other large local construction plans. 	1				FALSE	FALSE		SGB 22F			1969						Hawaiian Dredging and Construction	18,19,20,21
SEK-6A-007	H.20-A-1	D04/13	Hong Kong Fire Insurance Company						1956		1977			1	folder(s)	Eng		Hong Kong Fire Insurance Co., Ltd. was a subsidiary of Lombard Insurance and acted as a fire insurance broker. Lawrence Kadoorie served as a director of the company until the 1970s when he appointed William Grimsdale as his alternate. This file contains management correspondence, meeting minutes, and administrative documentation collected by Lawrence and William as they served in the capacity of dirctor of the company. 	1				FALSE	FALSE		SGB 22F									Hong Kong Fire Insurance Co. Ltd.	
SEK-6A-008	I.4-A-1	D04/13	Israeli Investment & Finance Corporation Limited and Palestine Discount Bank						1950		1956			1	folder(s)	Eng		This file contains correspondence between Larence Kadoorie and A. Lousada regarding 10,000 shares of Palestine Corp., Ltd. held in the name of late Elly Kadoorie.	1				FALSE	FALSE												
SEK-6A-009	P.10-A-1	D04/13	Pomery & Co						1957		1970			1	folder(s)	Eng		The Kadoories formed a partnership, Joint Ventures, Ltd., with Hawaiian Dredging and Construction and Pomeroy & Co., Ltd. to bid for projects in Hong Kong and other locations Including Ethiopia. This file contains correspondence between Lawrence Kadoorie and William Pomeroy of Pomeroy & Co., Ltd.	1				FALSE	FALSE		SGB 24F			1970						Pomery & Co	
SEK-6A-010	V.10-A-1	D04/13	Valmer						1973					1	folder(s)	Eng		This file contains correspondence with Valmer Managing Dorector, Antony MacDonald regarding a proposed investment into the company by the Kadoories. The investment would have been used to for a agricultural estate in Seyelles. Ultimately, businessness did not eventuate. 	1				FALSE	FALSE		SGB 24F			1973							
SEK-6A-011	W.6-A-1	D04/13	Wells Fargo Bank - International Advisory Council						1977		1983			2	folder(s)	Eng		From 1977 until 1989, Lawrence Kadoorie served on the International Advisory Council for Wells Fargo Bank. This file contains annual meeting notes, annual reports, and correspondance associatted with his role on the Advisory Council. 	2				FALSE	FALSE		SGB 24F			1983						NGOs?	
SEK-6A-012	W.6-A-2	D04/14	Wells Fargo Bank - International Advisory Council						1984		1989			2	folder(s)	Eng		From 1977 until 1989, Lawrence Kadoorie served on the International Advisory Council for Wells Fargo Bank. This file contains annual meeting notes, annual reports, and correspondance associated with his role on the Advisory Council and the yearly meetings he attended. 	2				FALSE	FALSE		SGB 24F			1989						NGOs?	
SEK-6A-013	E.1-A/I	D04/14	Exxon Energy - general	ExxonMobil (now)					1994		1998			1	folder(s)	Eng		Incorporated in 1964 as Eastern Energy, Ltd., the company took on the name Exxon Energy, Ltd. in 1987. The Kadoories worked with Exxon Energy in their capacity of directors of China Light & Power Co., Ltd. throughout the 1980s and 1990s. Together, the companies worked on energy-related projects in southern China and Hong Kong. The company name was changed to ExxonMobil Energy, Ltd. in 2000. This file contains administrative correspondence and general administrative documents. 	2				FALSE	FALSE		SGB 24F			1998						Other investments	
SEK-6A-014	AK9	D04/14	Kapala Island Estate						1935		1936			1	folder(s)	Eng		Kapala Island Estate, a rubber company, was financed by Elly Kadoorie through his role as sole debenture holder in the company. Harrisons, Barker & Co., Ltd. served as local agents in Shanghai for the company. This file contains administrative correspondence and documentation relating to the company. 	1				FALSE	FALSE		SGB 22F										
SEK-6A-015	CD1	D04/14	Davies, Brooke & Gran						1938					1	folder(s)	Eng		Davies, Brooke & Gran was an architecture firm which practiced in Hong Kong and Shanghai from 1935 -1941. The firm worked on the China Light & Power Co., Ltd. administration building, the Kadoorie family's Boulder Lodge and Marble Hall. This file contains correspondence between Lawrence Kadoorie and E.M. Gran regarding projects and an engineer named Skvorzov known to E.M. Gran. 	1				FALSE	FALSE		SGB 22F			1938							
